Time;Latitude;Longitude;Range_km;Direction;Name;Type;;
28/08/2025 07:57:31;54.83217;25.16255;17.786;335.0°;Vilnius;City;;
28/08/2025 07:57:32;54.89265;25.13332;24.698;337.7°;Vilnius;City;;
28/08/2025 07:58:02;56.70427;24.21946;28.151;165.7°;Riga;City;;
28/08/2025 07:58:03;56.76456;24.18771;21.178;166.3°;Riga;City;;
28/08/2025 07:58:04;56.82484;24.15586;14.210;167.5°;Riga;City;;
28/08/2025 07:58:05;56.88512;24.12392;7.260;171.0°;Riga;City;;
28/08/2025 07:58:06;56.94538;24.09190;0.933;239.8°;Riga;City;S-N;
28/08/2025 07:58:07;57.00565;24.05978;6.813;336.2°;Riga;City;;
28/08/2025 07:58:08;57.06590;24.02758;13.759;340.1°;Riga;City;;
28/08/2025 07:58:09;57.12615;23.99528;20.727;341.3°;Riga;City;;
28/08/2025 07:58:10;57.18639;23.96290;27.699;342.0°;Riga;City;;
