territory_id_id,Nom du fichier/tuile,Nom simplifié,Longitude centre,Latitude centre,Largeur (°),Hauteur (°),country
3177,ESA_WorldCover_10m_2021_v200_N39E081_Map_1.tif,N39E081_1,81.75,39.75,1.5,1.5,China
3178,ESA_WorldCover_10m_2021_v200_N39E081_Map_2.tif,N39E081_2,83.25,39.75,1.5,1.5,China
3179,ESA_WorldCover_10m_2021_v200_N39E081_Map_3.tif,N39E081_3,81.75,41.25,1.5,1.5,China
3180,ESA_WorldCover_10m_2021_v200_N39E081_Map_4.tif,N39E081_4,83.25,41.25,1.5,1.5,China
3181,ESA_WorldCover_10m_2021_v200_N39E084_Map_1.tif,N39E084_1,84.75,39.75,1.5,1.5,China
3182,ESA_WorldCover_10m_2021_v200_N39E084_Map_2.tif,N39E084_2,86.25,39.75,1.5,1.5,China
3183,ESA_WorldCover_10m_2021_v200_N39E084_Map_3.tif,N39E084_3,84.75,41.25,1.5,1.5,China
3184,ESA_WorldCover_10m_2021_v200_N39E084_Map_4.tif,N39E084_4,86.25,41.25,1.5,1.5,China
3185,ESA_WorldCover_10m_2021_v200_N39E087_Map_1.tif,N39E087_1,87.75,39.75,1.5,1.5,China
3186,ESA_WorldCover_10m_2021_v200_N39E087_Map_2.tif,N39E087_2,89.25,39.75,1.5,1.5,China
3187,ESA_WorldCover_10m_2021_v200_N39E087_Map_3.tif,N39E087_3,87.75,41.25,1.5,1.5,China
3188,ESA_WorldCover_10m_2021_v200_N39E087_Map_4.tif,N39E087_4,89.25,41.25,1.5,1.5,China
3189,ESA_WorldCover_10m_2021_v200_N39E090_Map_1.tif,N39E090_1,90.75,39.75,1.5,1.5,China
3190,ESA_WorldCover_10m_2021_v200_N39E090_Map_2.tif,N39E090_2,92.25,39.75,1.5,1.5,China
3191,ESA_WorldCover_10m_2021_v200_N39E090_Map_3.tif,N39E090_3,90.75,41.25,1.5,1.5,China
3192,ESA_WorldCover_10m_2021_v200_N39E090_Map_4.tif,N39E090_4,92.25,41.25,1.5,1.5,China
3193,ESA_WorldCover_10m_2021_v200_N39E093_Map_1.tif,N39E093_1,93.75,39.75,1.5,1.5,China
3194,ESA_WorldCover_10m_2021_v200_N39E093_Map_2.tif,N39E093_2,95.25,39.75,1.5,1.5,China
3195,ESA_WorldCover_10m_2021_v200_N39E093_Map_3.tif,N39E093_3,93.75,41.25,1.5,1.5,China
3196,ESA_WorldCover_10m_2021_v200_N39E093_Map_4.tif,N39E093_4,95.25,41.25,1.5,1.5,China
3197,ESA_WorldCover_10m_2021_v200_N39E096_Map_1.tif,N39E096_1,96.75,39.75,1.5,1.5,China
3198,ESA_WorldCover_10m_2021_v200_N39E096_Map_2.tif,N39E096_2,98.25,39.75,1.5,1.5,China
3199,ESA_WorldCover_10m_2021_v200_N39E096_Map_3.tif,N39E096_3,96.75,41.25,1.5,1.5,China
3200,ESA_WorldCover_10m_2021_v200_N39E096_Map_4.tif,N39E096_4,98.25,41.25,1.5,1.5,China
3201,ESA_WorldCover_10m_2021_v200_N39E099_Map_1.tif,N39E099_1,99.75,39.75,1.5,1.5,China
3202,ESA_WorldCover_10m_2021_v200_N39E099_Map_2.tif,N39E099_2,101.25,39.75,1.5,1.5,China
3203,ESA_WorldCover_10m_2021_v200_N39E099_Map_3.tif,N39E099_3,99.75,41.25,1.5,1.5,China
3204,ESA_WorldCover_10m_2021_v200_N39E099_Map_4.tif,N39E099_4,101.25,41.25,1.5,1.5,China
3205,ESA_WorldCover_10m_2021_v200_N39E102_Map_1.tif,N39E102_1,102.75,39.75,1.5,1.5,China
3206,ESA_WorldCover_10m_2021_v200_N39E102_Map_2.tif,N39E102_2,104.25,39.75,1.5,1.5,China
3207,ESA_WorldCover_10m_2021_v200_N39E102_Map_3.tif,N39E102_3,102.75,41.25,1.5,1.5,China
3208,ESA_WorldCover_10m_2021_v200_N39E102_Map_4.tif,N39E102_4,104.25,41.25,1.5,1.5,China
3209,ESA_WorldCover_10m_2021_v200_N39E105_Map_1.tif,N39E105_1,105.75,39.75,1.5,1.5,China
3210,ESA_WorldCover_10m_2021_v200_N39E105_Map_2.tif,N39E105_2,107.25,39.75,1.5,1.5,China
3211,ESA_WorldCover_10m_2021_v200_N39E105_Map_3.tif,N39E105_3,105.75,41.25,1.5,1.5,China
3212,ESA_WorldCover_10m_2021_v200_N39E105_Map_4.tif,N39E105_4,107.25,41.25,1.5,1.5,China
3213,ESA_WorldCover_10m_2021_v200_N39E108_Map_1.tif,N39E108_1,108.75,39.75,1.5,1.5,China
3214,ESA_WorldCover_10m_2021_v200_N39E108_Map_2.tif,N39E108_2,110.25,39.75,1.5,1.5,China
3215,ESA_WorldCover_10m_2021_v200_N39E108_Map_3.tif,N39E108_3,108.75,41.25,1.5,1.5,China
3216,ESA_WorldCover_10m_2021_v200_N39E108_Map_4.tif,N39E108_4,110.25,41.25,1.5,1.5,China
3217,ESA_WorldCover_10m_2021_v200_N39E111_Map_1.tif,N39E111_1,111.75,39.75,1.5,1.5,China
3218,ESA_WorldCover_10m_2021_v200_N39E111_Map_2.tif,N39E111_2,113.25,39.75,1.5,1.5,China
3219,ESA_WorldCover_10m_2021_v200_N39E111_Map_3.tif,N39E111_3,111.75,41.25,1.5,1.5,China
3220,ESA_WorldCover_10m_2021_v200_N39E111_Map_4.tif,N39E111_4,113.25,41.25,1.5,1.5,China
3221,ESA_WorldCover_10m_2021_v200_N39E114_Map_1.tif,N39E114_1,114.75,39.75,1.5,1.5,China
3222,ESA_WorldCover_10m_2021_v200_N39E114_Map_2.tif,N39E114_2,116.25,39.75,1.5,1.5,China
3223,ESA_WorldCover_10m_2021_v200_N39E114_Map_3.tif,N39E114_3,114.75,41.25,1.5,1.5,China
3224,ESA_WorldCover_10m_2021_v200_N39E114_Map_4.tif,N39E114_4,116.25,41.25,1.5,1.5,China
3225,ESA_WorldCover_10m_2021_v200_N39E117_Map_1.tif,N39E117_1,117.75,39.75,1.5,1.5,China
3226,ESA_WorldCover_10m_2021_v200_N39E117_Map_2.tif,N39E117_2,119.25,39.75,1.5,1.5,China
3227,ESA_WorldCover_10m_2021_v200_N39E117_Map_3.tif,N39E117_3,117.75,41.25,1.5,1.5,China
3228,ESA_WorldCover_10m_2021_v200_N39E117_Map_4.tif,N39E117_4,119.25,41.25,1.5,1.5,China
3229,ESA_WorldCover_10m_2021_v200_N39E120_Map_1.tif,N39E120_1,120.75,39.75,1.5,1.5,China
3230,ESA_WorldCover_10m_2021_v200_N39E120_Map_2.tif,N39E120_2,122.25,39.75,1.5,1.5,China
3231,ESA_WorldCover_10m_2021_v200_N39E120_Map_3.tif,N39E120_3,120.75,41.25,1.5,1.5,China
3232,ESA_WorldCover_10m_2021_v200_N39E120_Map_4.tif,N39E120_4,122.25,41.25,1.5,1.5,China
3233,ESA_WorldCover_10m_2021_v200_N39E123_Map_1.tif,N39E123_1,123.75,39.75,1.5,1.5,China
3234,ESA_WorldCover_10m_2021_v200_N39E123_Map_2.tif,N39E123_2,125.25,39.75,1.5,1.5,North Korea
3235,ESA_WorldCover_10m_2021_v200_N39E123_Map_3.tif,N39E123_3,123.75,41.25,1.5,1.5,China
3236,ESA_WorldCover_10m_2021_v200_N39E123_Map_4.tif,N39E123_4,125.25,41.25,1.5,1.5,China
3237,ESA_WorldCover_10m_2021_v200_N39E126_Map_1.tif,N39E126_1,126.75,39.75,1.5,1.5,North Korea
3238,ESA_WorldCover_10m_2021_v200_N39E126_Map_2.tif,N39E126_2,128.25,39.75,1.5,1.5,North Korea
3239,ESA_WorldCover_10m_2021_v200_N39E126_Map_3.tif,N39E126_3,126.75,41.25,1.5,1.5,North Korea
3240,ESA_WorldCover_10m_2021_v200_N39E126_Map_4.tif,N39E126_4,128.25,41.25,1.5,1.5,North Korea
3241,ESA_WorldCover_10m_2021_v200_N39E129_Map_1.tif,N39E129_1,129.75,39.75,1.5,1.5,North Korea
3242,ESA_WorldCover_10m_2021_v200_N39E129_Map_2.tif,N39E129_2,131.25,39.75,1.5,1.5,Ocean
3243,ESA_WorldCover_10m_2021_v200_N39E129_Map_3.tif,N39E129_3,129.75,41.25,1.5,1.5,North Korea
3244,ESA_WorldCover_10m_2021_v200_N39E129_Map_4.tif,N39E129_4,131.25,41.25,1.5,1.5,Ocean
3245,ESA_WorldCover_10m_2021_v200_N39E138_Map_1.tif,N39E138_1,138.75,39.75,1.5,1.5,Ocean
3246,ESA_WorldCover_10m_2021_v200_N39E138_Map_2.tif,N39E138_2,140.25,39.75,1.5,1.5,Japan
3247,ESA_WorldCover_10m_2021_v200_N39E138_Map_3.tif,N39E138_3,138.75,41.25,1.5,1.5,Japan
3248,ESA_WorldCover_10m_2021_v200_N39E138_Map_4.tif,N39E138_4,140.25,41.25,1.5,1.5,Japan
3249,ESA_WorldCover_10m_2021_v200_N39E141_Map_1.tif,N39E141_1,141.75,39.75,1.5,1.5,Japan
3250,ESA_WorldCover_10m_2021_v200_N39E141_Map_2.tif,N39E141_2,143.25,39.75,1.5,1.5,Ocean
3251,ESA_WorldCover_10m_2021_v200_N39E141_Map_3.tif,N39E141_3,141.75,41.25,1.5,1.5,Japan
3252,ESA_WorldCover_10m_2021_v200_N39E141_Map_4.tif,N39E141_4,143.25,41.25,1.5,1.5,Japan
3253,ESA_WorldCover_10m_2021_v200_N39W003_Map_1.tif,N39W003_1,-2.25,39.75,1.5,1.5,Spain
3254,ESA_WorldCover_10m_2021_v200_N39W003_Map_2.tif,N39W003_2,-0.75,39.75,1.5,1.5,Spain
3255,ESA_WorldCover_10m_2021_v200_N39W003_Map_3.tif,N39W003_3,-2.25,41.25,1.5,1.5,Spain
3256,ESA_WorldCover_10m_2021_v200_N39W003_Map_4.tif,N39W003_4,-0.75,41.25,1.5,1.5,Spain
3257,ESA_WorldCover_10m_2021_v200_N39W006_Map_1.tif,N39W006_1,-5.25,39.75,1.5,1.5,Spain
3258,ESA_WorldCover_10m_2021_v200_N39W006_Map_2.tif,N39W006_2,-3.75,39.75,1.5,1.5,Spain
3259,ESA_WorldCover_10m_2021_v200_N39W006_Map_3.tif,N39W006_3,-5.25,41.25,1.5,1.5,Spain
3260,ESA_WorldCover_10m_2021_v200_N39W006_Map_4.tif,N39W006_4,-3.75,41.25,1.5,1.5,Spain
3261,ESA_WorldCover_10m_2021_v200_N39W009_Map_1.tif,N39W009_1,-8.25,39.75,1.5,1.5,Portugal
3262,ESA_WorldCover_10m_2021_v200_N39W009_Map_2.tif,N39W009_2,-6.75,39.75,1.5,1.5,Spain
3263,ESA_WorldCover_10m_2021_v200_N39W009_Map_3.tif,N39W009_3,-8.25,41.25,1.5,1.5,Portugal
3264,ESA_WorldCover_10m_2021_v200_N39W009_Map_4.tif,N39W009_4,-6.75,41.25,1.5,1.5,Portugal
3265,ESA_WorldCover_10m_2021_v200_N39W012_Map_1.tif,N39W012_1,-11.25,39.75,1.5,1.5,Ocean
3266,ESA_WorldCover_10m_2021_v200_N39W012_Map_2.tif,N39W012_2,-9.75,39.75,1.5,1.5,Portugal
3267,ESA_WorldCover_10m_2021_v200_N39W012_Map_3.tif,N39W012_3,-11.25,41.25,1.5,1.5,Ocean
3268,ESA_WorldCover_10m_2021_v200_N39W012_Map_4.tif,N39W012_4,-9.75,41.25,1.5,1.5,Ocean
3269,ESA_WorldCover_10m_2021_v200_N39W030_Map_1.tif,N39W030_1,-29.25,39.75,1.5,1.5,Ocean
3270,ESA_WorldCover_10m_2021_v200_N39W030_Map_2.tif,N39W030_2,-27.75,39.75,1.5,1.5,Portugal
3271,ESA_WorldCover_10m_2021_v200_N39W030_Map_3.tif,N39W030_3,-29.25,41.25,1.5,1.5,Ocean
3272,ESA_WorldCover_10m_2021_v200_N39W030_Map_4.tif,N39W030_4,-27.75,41.25,1.5,1.5,Ocean
3273,ESA_WorldCover_10m_2021_v200_N39W033_Map_1.tif,N39W033_1,-32.25,39.75,1.5,1.5,Ocean
3274,ESA_WorldCover_10m_2021_v200_N39W033_Map_2.tif,N39W033_2,-30.75,39.75,1.5,1.5,Portugal
3275,ESA_WorldCover_10m_2021_v200_N39W033_Map_3.tif,N39W033_3,-32.25,41.25,1.5,1.5,Ocean
3276,ESA_WorldCover_10m_2021_v200_N39W033_Map_4.tif,N39W033_4,-30.75,41.25,1.5,1.5,Ocean
3277,ESA_WorldCover_10m_2021_v200_N39W072_Map_1.tif,N39W072_1,-71.25,39.75,1.5,1.5,Ocean
3278,ESA_WorldCover_10m_2021_v200_N39W072_Map_2.tif,N39W072_2,-69.75,39.75,1.5,1.5,Ocean
3279,ESA_WorldCover_10m_2021_v200_N39W072_Map_3.tif,N39W072_3,-71.25,41.25,1.5,1.5,United States of America
3280,ESA_WorldCover_10m_2021_v200_N39W072_Map_4.tif,N39W072_4,-69.75,41.25,1.5,1.5,United States of America
3281,ESA_WorldCover_10m_2021_v200_N39W075_Map_1.tif,N39W075_1,-74.25,39.75,1.5,1.5,United States of America
3282,ESA_WorldCover_10m_2021_v200_N39W075_Map_2.tif,N39W075_2,-72.75,39.75,1.5,1.5,Ocean
3283,ESA_WorldCover_10m_2021_v200_N39W075_Map_3.tif,N39W075_3,-74.25,41.25,1.5,1.5,United States of America
3284,ESA_WorldCover_10m_2021_v200_N39W075_Map_4.tif,N39W075_4,-72.75,41.25,1.5,1.5,United States of America
3285,ESA_WorldCover_10m_2021_v200_N39W078_Map_1.tif,N39W078_1,-77.25,39.75,1.5,1.5,United States of America
3286,ESA_WorldCover_10m_2021_v200_N39W078_Map_2.tif,N39W078_2,-75.75,39.75,1.5,1.5,United States of America
3287,ESA_WorldCover_10m_2021_v200_N39W078_Map_3.tif,N39W078_3,-77.25,41.25,1.5,1.5,United States of America
3288,ESA_WorldCover_10m_2021_v200_N39W078_Map_4.tif,N39W078_4,-75.75,41.25,1.5,1.5,United States of America
3289,ESA_WorldCover_10m_2021_v200_N39W081_Map_1.tif,N39W081_1,-80.25,39.75,1.5,1.5,United States of America
3290,ESA_WorldCover_10m_2021_v200_N39W081_Map_2.tif,N39W081_2,-78.75,39.75,1.5,1.5,United States of America
3291,ESA_WorldCover_10m_2021_v200_N39W081_Map_3.tif,N39W081_3,-80.25,41.25,1.5,1.5,United States of America
3292,ESA_WorldCover_10m_2021_v200_N39W081_Map_4.tif,N39W081_4,-78.75,41.25,1.5,1.5,United States of America
3293,ESA_WorldCover_10m_2021_v200_N39W084_Map_1.tif,N39W084_1,-83.25,39.75,1.5,1.5,United States of America
3294,ESA_WorldCover_10m_2021_v200_N39W084_Map_2.tif,N39W084_2,-81.75,39.75,1.5,1.5,United States of America
3295,ESA_WorldCover_10m_2021_v200_N39W084_Map_3.tif,N39W084_3,-83.25,41.25,1.5,1.5,United States of America
3296,ESA_WorldCover_10m_2021_v200_N39W084_Map_4.tif,N39W084_4,-81.75,41.25,1.5,1.5,United States of America
3297,ESA_WorldCover_10m_2021_v200_N39W087_Map_1.tif,N39W087_1,-86.25,39.75,1.5,1.5,United States of America
3298,ESA_WorldCover_10m_2021_v200_N39W087_Map_2.tif,N39W087_2,-84.75,39.75,1.5,1.5,United States of America
3299,ESA_WorldCover_10m_2021_v200_N39W087_Map_3.tif,N39W087_3,-86.25,41.25,1.5,1.5,United States of America
3300,ESA_WorldCover_10m_2021_v200_N39W087_Map_4.tif,N39W087_4,-84.75,41.25,1.5,1.5,United States of America
3301,ESA_WorldCover_10m_2021_v200_N39W090_Map_1.tif,N39W090_1,-89.25,39.75,1.5,1.5,United States of America
3302,ESA_WorldCover_10m_2021_v200_N39W090_Map_2.tif,N39W090_2,-87.75,39.75,1.5,1.5,United States of America
3303,ESA_WorldCover_10m_2021_v200_N39W090_Map_3.tif,N39W090_3,-89.25,41.25,1.5,1.5,United States of America
3304,ESA_WorldCover_10m_2021_v200_N39W090_Map_4.tif,N39W090_4,-87.75,41.25,1.5,1.5,United States of America
3305,ESA_WorldCover_10m_2021_v200_N39W093_Map_1.tif,N39W093_1,-92.25,39.75,1.5,1.5,United States of America
3306,ESA_WorldCover_10m_2021_v200_N39W093_Map_2.tif,N39W093_2,-90.75,39.75,1.5,1.5,United States of America
3307,ESA_WorldCover_10m_2021_v200_N39W093_Map_3.tif,N39W093_3,-92.25,41.25,1.5,1.5,United States of America
3308,ESA_WorldCover_10m_2021_v200_N39W093_Map_4.tif,N39W093_4,-90.75,41.25,1.5,1.5,United States of America
3309,ESA_WorldCover_10m_2021_v200_N39W096_Map_1.tif,N39W096_1,-95.25,39.75,1.5,1.5,United States of America
3310,ESA_WorldCover_10m_2021_v200_N39W096_Map_2.tif,N39W096_2,-93.75,39.75,1.5,1.5,United States of America
3311,ESA_WorldCover_10m_2021_v200_N39W096_Map_3.tif,N39W096_3,-95.25,41.25,1.5,1.5,United States of America
3312,ESA_WorldCover_10m_2021_v200_N39W096_Map_4.tif,N39W096_4,-93.75,41.25,1.5,1.5,United States of America
3313,ESA_WorldCover_10m_2021_v200_N39W099_Map_1.tif,N39W099_1,-98.25,39.75,1.5,1.5,United States of America
3314,ESA_WorldCover_10m_2021_v200_N39W099_Map_2.tif,N39W099_2,-96.75,39.75,1.5,1.5,United States of America
3315,ESA_WorldCover_10m_2021_v200_N39W099_Map_3.tif,N39W099_3,-98.25,41.25,1.5,1.5,United States of America
3316,ESA_WorldCover_10m_2021_v200_N39W099_Map_4.tif,N39W099_4,-96.75,41.25,1.5,1.5,United States of America
3317,ESA_WorldCover_10m_2021_v200_N39W102_Map_1.tif,N39W102_1,-101.25,39.75,1.5,1.5,United States of America
3318,ESA_WorldCover_10m_2021_v200_N39W102_Map_2.tif,N39W102_2,-99.75,39.75,1.5,1.5,United States of America
3319,ESA_WorldCover_10m_2021_v200_N39W102_Map_3.tif,N39W102_3,-101.25,41.25,1.5,1.5,United States of America
3320,ESA_WorldCover_10m_2021_v200_N39W102_Map_4.tif,N39W102_4,-99.75,41.25,1.5,1.5,United States of America
3321,ESA_WorldCover_10m_2021_v200_N39W105_Map_1.tif,N39W105_1,-104.25,39.75,1.5,1.5,United States of America
3322,ESA_WorldCover_10m_2021_v200_N39W105_Map_2.tif,N39W105_2,-102.75,39.75,1.5,1.5,United States of America
3323,ESA_WorldCover_10m_2021_v200_N39W105_Map_3.tif,N39W105_3,-104.25,41.25,1.5,1.5,United States of America
3324,ESA_WorldCover_10m_2021_v200_N39W105_Map_4.tif,N39W105_4,-102.75,41.25,1.5,1.5,United States of America
3325,ESA_WorldCover_10m_2021_v200_N39W108_Map_1.tif,N39W108_1,-107.25,39.75,1.5,1.5,United States of America
3326,ESA_WorldCover_10m_2021_v200_N39W108_Map_2.tif,N39W108_2,-105.75,39.75,1.5,1.5,United States of America
3327,ESA_WorldCover_10m_2021_v200_N39W108_Map_3.tif,N39W108_3,-107.25,41.25,1.5,1.5,United States of America
3328,ESA_WorldCover_10m_2021_v200_N39W108_Map_4.tif,N39W108_4,-105.75,41.25,1.5,1.5,United States of America
3329,ESA_WorldCover_10m_2021_v200_N39W111_Map_1.tif,N39W111_1,-110.25,39.75,1.5,1.5,United States of America
3330,ESA_WorldCover_10m_2021_v200_N39W111_Map_2.tif,N39W111_2,-108.75,39.75,1.5,1.5,United States of America
3331,ESA_WorldCover_10m_2021_v200_N39W111_Map_3.tif,N39W111_3,-110.25,41.25,1.5,1.5,United States of America
3332,ESA_WorldCover_10m_2021_v200_N39W111_Map_4.tif,N39W111_4,-108.75,41.25,1.5,1.5,United States of America
3333,ESA_WorldCover_10m_2021_v200_N39W114_Map_1.tif,N39W114_1,-113.25,39.75,1.5,1.5,United States of America
3334,ESA_WorldCover_10m_2021_v200_N39W114_Map_2.tif,N39W114_2,-111.75,39.75,1.5,1.5,United States of America
3335,ESA_WorldCover_10m_2021_v200_N39W114_Map_3.tif,N39W114_3,-113.25,41.25,1.5,1.5,United States of America
3336,ESA_WorldCover_10m_2021_v200_N39W114_Map_4.tif,N39W114_4,-111.75,41.25,1.5,1.5,United States of America
3337,ESA_WorldCover_10m_2021_v200_N39W117_Map_1.tif,N39W117_1,-116.25,39.75,1.5,1.5,United States of America
3338,ESA_WorldCover_10m_2021_v200_N39W117_Map_2.tif,N39W117_2,-114.75,39.75,1.5,1.5,United States of America
3339,ESA_WorldCover_10m_2021_v200_N39W117_Map_3.tif,N39W117_3,-116.25,41.25,1.5,1.5,United States of America
3340,ESA_WorldCover_10m_2021_v200_N39W117_Map_4.tif,N39W117_4,-114.75,41.25,1.5,1.5,United States of America
3341,ESA_WorldCover_10m_2021_v200_N39W120_Map_1.tif,N39W120_1,-119.25,39.75,1.5,1.5,United States of America
3342,ESA_WorldCover_10m_2021_v200_N39W120_Map_2.tif,N39W120_2,-117.75,39.75,1.5,1.5,United States of America
3343,ESA_WorldCover_10m_2021_v200_N39W120_Map_3.tif,N39W120_3,-119.25,41.25,1.5,1.5,United States of America
3344,ESA_WorldCover_10m_2021_v200_N39W120_Map_4.tif,N39W120_4,-117.75,41.25,1.5,1.5,United States of America
3345,ESA_WorldCover_10m_2021_v200_N39W123_Map_1.tif,N39W123_1,-122.25,39.75,1.5,1.5,United States of America
3346,ESA_WorldCover_10m_2021_v200_N39W123_Map_2.tif,N39W123_2,-120.75,39.75,1.5,1.5,United States of America
3347,ESA_WorldCover_10m_2021_v200_N39W123_Map_3.tif,N39W123_3,-122.25,41.25,1.5,1.5,United States of America
3348,ESA_WorldCover_10m_2021_v200_N39W123_Map_4.tif,N39W123_4,-120.75,41.25,1.5,1.5,United States of America
3349,ESA_WorldCover_10m_2021_v200_N39W126_Map_1.tif,N39W126_1,-125.25,39.75,1.5,1.5,Ocean
3350,ESA_WorldCover_10m_2021_v200_N39W126_Map_2.tif,N39W126_2,-123.75,39.75,1.5,1.5,United States of America
3351,ESA_WorldCover_10m_2021_v200_N39W126_Map_3.tif,N39W126_3,-125.25,41.25,1.5,1.5,Ocean
3352,ESA_WorldCover_10m_2021_v200_N39W126_Map_4.tif,N39W126_4,-123.75,41.25,1.5,1.5,United States of America
3353,ESA_WorldCover_10m_2021_v200_N42E000_Map_1.tif,N42E000_1,0.75,42.75,1.5,1.5,France
3354,ESA_WorldCover_10m_2021_v200_N42E000_Map_2.tif,N42E000_2,2.25,42.75,1.5,1.5,France
3355,ESA_WorldCover_10m_2021_v200_N42E000_Map_3.tif,N42E000_3,0.75,44.25,1.5,1.5,France
3356,ESA_WorldCover_10m_2021_v200_N42E000_Map_4.tif,N42E000_4,2.25,44.25,1.5,1.5,France
3357,ESA_WorldCover_10m_2021_v200_N42E003_Map_1.tif,N42E003_1,3.75,42.75,1.5,1.5,France
3358,ESA_WorldCover_10m_2021_v200_N42E003_Map_2.tif,N42E003_2,5.25,42.75,1.5,1.5,France
3359,ESA_WorldCover_10m_2021_v200_N42E003_Map_3.tif,N42E003_3,3.75,44.25,1.5,1.5,France
3360,ESA_WorldCover_10m_2021_v200_N42E003_Map_4.tif,N42E003_4,5.25,44.25,1.5,1.5,France
3361,ESA_WorldCover_10m_2021_v200_N42E006_Map_1.tif,N42E006_1,6.75,42.75,1.5,1.5,France
3362,ESA_WorldCover_10m_2021_v200_N42E006_Map_2.tif,N42E006_2,8.25,42.75,1.5,1.5,France
3363,ESA_WorldCover_10m_2021_v200_N42E006_Map_3.tif,N42E006_3,6.75,44.25,1.5,1.5,France
3364,ESA_WorldCover_10m_2021_v200_N42E006_Map_4.tif,N42E006_4,8.25,44.25,1.5,1.5,Italy
3365,ESA_WorldCover_10m_2021_v200_N42E009_Map_1.tif,N42E009_1,9.75,42.75,1.5,1.5,France
3366,ESA_WorldCover_10m_2021_v200_N42E009_Map_2.tif,N42E009_2,11.25,42.75,1.5,1.5,Italy
3367,ESA_WorldCover_10m_2021_v200_N42E009_Map_3.tif,N42E009_3,9.75,44.25,1.5,1.5,Italy
3368,ESA_WorldCover_10m_2021_v200_N42E009_Map_4.tif,N42E009_4,11.25,44.25,1.5,1.5,Italy
3369,ESA_WorldCover_10m_2021_v200_N42E012_Map_1.tif,N42E012_1,12.75,42.75,1.5,1.5,Italy
3370,ESA_WorldCover_10m_2021_v200_N42E012_Map_2.tif,N42E012_2,14.25,42.75,1.5,1.5,Italy
3371,ESA_WorldCover_10m_2021_v200_N42E012_Map_3.tif,N42E012_3,12.75,44.25,1.5,1.5,Italy
3372,ESA_WorldCover_10m_2021_v200_N42E012_Map_4.tif,N42E012_4,14.25,44.25,1.5,1.5,Croatia
3373,ESA_WorldCover_10m_2021_v200_N42E015_Map_1.tif,N42E015_1,15.75,42.75,1.5,1.5,Croatia
3374,ESA_WorldCover_10m_2021_v200_N42E015_Map_2.tif,N42E015_2,17.25,42.75,1.5,1.5,Bosnia and Herzegovina
3375,ESA_WorldCover_10m_2021_v200_N42E015_Map_3.tif,N42E015_3,15.75,44.25,1.5,1.5,Croatia
3376,ESA_WorldCover_10m_2021_v200_N42E015_Map_4.tif,N42E015_4,17.25,44.25,1.5,1.5,Bosnia and Herzegovina
3377,ESA_WorldCover_10m_2021_v200_N42E018_Map_1.tif,N42E018_1,18.75,42.75,1.5,1.5,Montenegro
3378,ESA_WorldCover_10m_2021_v200_N42E018_Map_2.tif,N42E018_2,20.25,42.75,1.5,1.5,Kosovo
3379,ESA_WorldCover_10m_2021_v200_N42E018_Map_3.tif,N42E018_3,18.75,44.25,1.5,1.5,Bosnia and Herzegovina
3380,ESA_WorldCover_10m_2021_v200_N42E018_Map_4.tif,N42E018_4,20.25,44.25,1.5,1.5,Republic of Serbia
3381,ESA_WorldCover_10m_2021_v200_N42E021_Map_1.tif,N42E021_1,21.75,42.75,1.5,1.5,Republic of Serbia
3382,ESA_WorldCover_10m_2021_v200_N42E021_Map_2.tif,N42E021_2,23.25,42.75,1.5,1.5,Bulgaria
3383,ESA_WorldCover_10m_2021_v200_N42E021_Map_3.tif,N42E021_3,21.75,44.25,1.5,1.5,Republic of Serbia
3384,ESA_WorldCover_10m_2021_v200_N42E021_Map_4.tif,N42E021_4,23.25,44.25,1.5,1.5,Romania
3385,ESA_WorldCover_10m_2021_v200_N42E024_Map_1.tif,N42E024_1,24.75,42.75,1.5,1.5,Bulgaria
3386,ESA_WorldCover_10m_2021_v200_N42E024_Map_2.tif,N42E024_2,26.25,42.75,1.5,1.5,Bulgaria
3387,ESA_WorldCover_10m_2021_v200_N42E024_Map_3.tif,N42E024_3,24.75,44.25,1.5,1.5,Romania
3388,ESA_WorldCover_10m_2021_v200_N42E024_Map_4.tif,N42E024_4,26.25,44.25,1.5,1.5,Romania
3389,ESA_WorldCover_10m_2021_v200_N42E027_Map_1.tif,N42E027_1,27.75,42.75,1.5,1.5,Bulgaria
3390,ESA_WorldCover_10m_2021_v200_N42E027_Map_2.tif,N42E027_2,29.25,42.75,1.5,1.5,Bulgaria
3391,ESA_WorldCover_10m_2021_v200_N42E027_Map_3.tif,N42E027_3,27.75,44.25,1.5,1.5,Romania
3392,ESA_WorldCover_10m_2021_v200_N42E027_Map_4.tif,N42E027_4,29.25,44.25,1.5,1.5,Romania
3393,ESA_WorldCover_10m_2021_v200_N42E033_Map_1.tif,N42E033_1,33.75,42.75,1.5,1.5,Turkey
3394,ESA_WorldCover_10m_2021_v200_N42E033_Map_2.tif,N42E033_2,35.25,42.75,1.5,1.5,Turkey
3395,ESA_WorldCover_10m_2021_v200_N42E033_Map_3.tif,N42E033_3,33.75,44.25,1.5,1.5,Russia
3396,ESA_WorldCover_10m_2021_v200_N42E033_Map_4.tif,N42E033_4,35.25,44.25,1.5,1.5,Russia
3397,ESA_WorldCover_10m_2021_v200_N42E036_Map_1.tif,N42E036_1,36.75,42.75,1.5,1.5,Ocean
3398,ESA_WorldCover_10m_2021_v200_N42E036_Map_2.tif,N42E036_2,38.25,42.75,1.5,1.5,Ocean
