territory_id_id,Nom du fichier/tuile,Nom simplifié,Longitude centre,Latitude centre,Largeur (°),Hauteur (°),country
5964,ESA_WorldCover_10m_2021_v200_N63E120_Map_4.tif,N63E120_4,122.25,65.25,1.5,1.5,Russia
5965,ESA_WorldCover_10m_2021_v200_N63E123_Map_1.tif,N63E123_1,123.75,63.75,1.5,1.5,Russia
5966,ESA_WorldCover_10m_2021_v200_N63E123_Map_2.tif,N63E123_2,125.25,63.75,1.5,1.5,Russia
5967,ESA_WorldCover_10m_2021_v200_N63E123_Map_3.tif,N63E123_3,123.75,65.25,1.5,1.5,Russia
5968,ESA_WorldCover_10m_2021_v200_N63E123_Map_4.tif,N63E123_4,125.25,65.25,1.5,1.5,Russia
5969,ESA_WorldCover_10m_2021_v200_N63E126_Map_1.tif,N63E126_1,126.75,63.75,1.5,1.5,Russia
5970,ESA_WorldCover_10m_2021_v200_N63E126_Map_2.tif,N63E126_2,128.25,63.75,1.5,1.5,Russia
5971,ESA_WorldCover_10m_2021_v200_N63E126_Map_3.tif,N63E126_3,126.75,65.25,1.5,1.5,Russia
5972,ESA_WorldCover_10m_2021_v200_N63E126_Map_4.tif,N63E126_4,128.25,65.25,1.5,1.5,Russia
5973,ESA_WorldCover_10m_2021_v200_N63E129_Map_1.tif,N63E129_1,129.75,63.75,1.5,1.5,Russia
5974,ESA_WorldCover_10m_2021_v200_N63E129_Map_2.tif,N63E129_2,131.25,63.75,1.5,1.5,Russia
5975,ESA_WorldCover_10m_2021_v200_N63E129_Map_3.tif,N63E129_3,129.75,65.25,1.5,1.5,Russia
5976,ESA_WorldCover_10m_2021_v200_N63E129_Map_4.tif,N63E129_4,131.25,65.25,1.5,1.5,Russia
5977,ESA_WorldCover_10m_2021_v200_N63E132_Map_1.tif,N63E132_1,132.75,63.75,1.5,1.5,Russia
5978,ESA_WorldCover_10m_2021_v200_N63E132_Map_2.tif,N63E132_2,134.25,63.75,1.5,1.5,Russia
5979,ESA_WorldCover_10m_2021_v200_N63E132_Map_3.tif,N63E132_3,132.75,65.25,1.5,1.5,Russia
5980,ESA_WorldCover_10m_2021_v200_N63E132_Map_4.tif,N63E132_4,134.25,65.25,1.5,1.5,Russia
5981,ESA_WorldCover_10m_2021_v200_N63E135_Map_1.tif,N63E135_1,135.75,63.75,1.5,1.5,Russia
5982,ESA_WorldCover_10m_2021_v200_N63E135_Map_2.tif,N63E135_2,137.25,63.75,1.5,1.5,Russia
5983,ESA_WorldCover_10m_2021_v200_N63E135_Map_3.tif,N63E135_3,135.75,65.25,1.5,1.5,Russia
5984,ESA_WorldCover_10m_2021_v200_N63E135_Map_4.tif,N63E135_4,137.25,65.25,1.5,1.5,Russia
5985,ESA_WorldCover_10m_2021_v200_N63E138_Map_1.tif,N63E138_1,138.75,63.75,1.5,1.5,Russia
5986,ESA_WorldCover_10m_2021_v200_N63E138_Map_2.tif,N63E138_2,140.25,63.75,1.5,1.5,Russia
5987,ESA_WorldCover_10m_2021_v200_N63E138_Map_3.tif,N63E138_3,138.75,65.25,1.5,1.5,Russia
5988,ESA_WorldCover_10m_2021_v200_N63E138_Map_4.tif,N63E138_4,140.25,65.25,1.5,1.5,Russia
5989,ESA_WorldCover_10m_2021_v200_N63E141_Map_1.tif,N63E141_1,141.75,63.75,1.5,1.5,Russia
5990,ESA_WorldCover_10m_2021_v200_N63E141_Map_2.tif,N63E141_2,143.25,63.75,1.5,1.5,Russia
5991,ESA_WorldCover_10m_2021_v200_N63E141_Map_3.tif,N63E141_3,141.75,65.25,1.5,1.5,Russia
5992,ESA_WorldCover_10m_2021_v200_N63E141_Map_4.tif,N63E141_4,143.25,65.25,1.5,1.5,Russia
5993,ESA_WorldCover_10m_2021_v200_N63E144_Map_1.tif,N63E144_1,144.75,63.75,1.5,1.5,Russia
5994,ESA_WorldCover_10m_2021_v200_N63E144_Map_2.tif,N63E144_2,146.25,63.75,1.5,1.5,Russia
5995,ESA_WorldCover_10m_2021_v200_N63E144_Map_3.tif,N63E144_3,144.75,65.25,1.5,1.5,Russia
5996,ESA_WorldCover_10m_2021_v200_N63E144_Map_4.tif,N63E144_4,146.25,65.25,1.5,1.5,Russia
5997,ESA_WorldCover_10m_2021_v200_N63E147_Map_1.tif,N63E147_1,147.75,63.75,1.5,1.5,Russia
5998,ESA_WorldCover_10m_2021_v200_N63E147_Map_2.tif,N63E147_2,149.25,63.75,1.5,1.5,Russia
5999,ESA_WorldCover_10m_2021_v200_N63E147_Map_3.tif,N63E147_3,147.75,65.25,1.5,1.5,Russia
6000,ESA_WorldCover_10m_2021_v200_N63E147_Map_4.tif,N63E147_4,149.25,65.25,1.5,1.5,Russia
6001,ESA_WorldCover_10m_2021_v200_N63E150_Map_1.tif,N63E150_1,150.75,63.75,1.5,1.5,Russia
6002,ESA_WorldCover_10m_2021_v200_N63E150_Map_2.tif,N63E150_2,152.25,63.75,1.5,1.5,Russia
6003,ESA_WorldCover_10m_2021_v200_N63E150_Map_3.tif,N63E150_3,150.75,65.25,1.5,1.5,Russia
6004,ESA_WorldCover_10m_2021_v200_N63E150_Map_4.tif,N63E150_4,152.25,65.25,1.5,1.5,Russia
6005,ESA_WorldCover_10m_2021_v200_N63E153_Map_1.tif,N63E153_1,153.75,63.75,1.5,1.5,Russia
6006,ESA_WorldCover_10m_2021_v200_N63E153_Map_2.tif,N63E153_2,155.25,63.75,1.5,1.5,Russia
6007,ESA_WorldCover_10m_2021_v200_N63E153_Map_3.tif,N63E153_3,153.75,65.25,1.5,1.5,Russia
6008,ESA_WorldCover_10m_2021_v200_N63E153_Map_4.tif,N63E153_4,155.25,65.25,1.5,1.5,Russia
6009,ESA_WorldCover_10m_2021_v200_N63E156_Map_1.tif,N63E156_1,156.75,63.75,1.5,1.5,Russia
6010,ESA_WorldCover_10m_2021_v200_N63E156_Map_2.tif,N63E156_2,158.25,63.75,1.5,1.5,Russia
6011,ESA_WorldCover_10m_2021_v200_N63E156_Map_3.tif,N63E156_3,156.75,65.25,1.5,1.5,Russia
6012,ESA_WorldCover_10m_2021_v200_N63E156_Map_4.tif,N63E156_4,158.25,65.25,1.5,1.5,Russia
6013,ESA_WorldCover_10m_2021_v200_N63E159_Map_1.tif,N63E159_1,159.75,63.75,1.5,1.5,Russia
6014,ESA_WorldCover_10m_2021_v200_N63E159_Map_2.tif,N63E159_2,161.25,63.75,1.5,1.5,Russia
6015,ESA_WorldCover_10m_2021_v200_N63E159_Map_3.tif,N63E159_3,159.75,65.25,1.5,1.5,Russia
6016,ESA_WorldCover_10m_2021_v200_N63E159_Map_4.tif,N63E159_4,161.25,65.25,1.5,1.5,Russia
6017,ESA_WorldCover_10m_2021_v200_N63E162_Map_1.tif,N63E162_1,162.75,63.75,1.5,1.5,Russia
6018,ESA_WorldCover_10m_2021_v200_N63E162_Map_2.tif,N63E162_2,164.25,63.75,1.5,1.5,Russia
6019,ESA_WorldCover_10m_2021_v200_N63E162_Map_3.tif,N63E162_3,162.75,65.25,1.5,1.5,Russia
6020,ESA_WorldCover_10m_2021_v200_N63E162_Map_4.tif,N63E162_4,164.25,65.25,1.5,1.5,Russia
6021,ESA_WorldCover_10m_2021_v200_N63E165_Map_1.tif,N63E165_1,165.75,63.75,1.5,1.5,Russia
6022,ESA_WorldCover_10m_2021_v200_N63E165_Map_2.tif,N63E165_2,167.25,63.75,1.5,1.5,Russia
6023,ESA_WorldCover_10m_2021_v200_N63E165_Map_3.tif,N63E165_3,165.75,65.25,1.5,1.5,Russia
6024,ESA_WorldCover_10m_2021_v200_N63E165_Map_4.tif,N63E165_4,167.25,65.25,1.5,1.5,Russia
6025,ESA_WorldCover_10m_2021_v200_N63E168_Map_1.tif,N63E168_1,168.75,63.75,1.5,1.5,Russia
6026,ESA_WorldCover_10m_2021_v200_N63E168_Map_2.tif,N63E168_2,170.25,63.75,1.5,1.5,Russia
6027,ESA_WorldCover_10m_2021_v200_N63E168_Map_3.tif,N63E168_3,168.75,65.25,1.5,1.5,Russia
6028,ESA_WorldCover_10m_2021_v200_N63E168_Map_4.tif,N63E168_4,170.25,65.25,1.5,1.5,Russia
6029,ESA_WorldCover_10m_2021_v200_N63E171_Map_1.tif,N63E171_1,171.75,63.75,1.5,1.5,Russia
6030,ESA_WorldCover_10m_2021_v200_N63E171_Map_2.tif,N63E171_2,173.25,63.75,1.5,1.5,Russia
6031,ESA_WorldCover_10m_2021_v200_N63E171_Map_3.tif,N63E171_3,171.75,65.25,1.5,1.5,Russia
6032,ESA_WorldCover_10m_2021_v200_N63E171_Map_4.tif,N63E171_4,173.25,65.25,1.5,1.5,Russia
6033,ESA_WorldCover_10m_2021_v200_N63E174_Map_1.tif,N63E174_1,174.75,63.75,1.5,1.5,Russia
6034,ESA_WorldCover_10m_2021_v200_N63E174_Map_2.tif,N63E174_2,176.25,63.75,1.5,1.5,Russia
6035,ESA_WorldCover_10m_2021_v200_N63E174_Map_3.tif,N63E174_3,174.75,65.25,1.5,1.5,Russia
6036,ESA_WorldCover_10m_2021_v200_N63E174_Map_4.tif,N63E174_4,176.25,65.25,1.5,1.5,Russia
6037,ESA_WorldCover_10m_2021_v200_N63E177_Map_1.tif,N63E177_1,177.75,63.75,1.5,1.5,Russia
6038,ESA_WorldCover_10m_2021_v200_N63E177_Map_2.tif,N63E177_2,179.25,63.75,1.5,1.5,Russia
6039,ESA_WorldCover_10m_2021_v200_N63E177_Map_3.tif,N63E177_3,177.75,65.25,1.5,1.5,Russia
6040,ESA_WorldCover_10m_2021_v200_N63E177_Map_4.tif,N63E177_4,179.25,65.25,1.5,1.5,Russia
6041,ESA_WorldCover_10m_2021_v200_N63W015_Map_1.tif,N63W015_1,-14.25,63.75,1.5,1.5,Iceland
6042,ESA_WorldCover_10m_2021_v200_N63W015_Map_2.tif,N63W015_2,-12.75,63.75,1.5,1.5,Ocean
6043,ESA_WorldCover_10m_2021_v200_N63W015_Map_3.tif,N63W015_3,-14.25,65.25,1.5,1.5,Iceland
6044,ESA_WorldCover_10m_2021_v200_N63W015_Map_4.tif,N63W015_4,-12.75,65.25,1.5,1.5,Ocean
6045,ESA_WorldCover_10m_2021_v200_N63W018_Map_1.tif,N63W018_1,-17.25,63.75,1.5,1.5,Iceland
6046,ESA_WorldCover_10m_2021_v200_N63W018_Map_2.tif,N63W018_2,-15.75,63.75,1.5,1.5,Iceland
6047,ESA_WorldCover_10m_2021_v200_N63W018_Map_3.tif,N63W018_3,-17.25,65.25,1.5,1.5,Iceland
6048,ESA_WorldCover_10m_2021_v200_N63W018_Map_4.tif,N63W018_4,-15.75,65.25,1.5,1.5,Iceland
6049,ESA_WorldCover_10m_2021_v200_N63W021_Map_1.tif,N63W021_1,-20.25,63.75,1.5,1.5,Iceland
6050,ESA_WorldCover_10m_2021_v200_N63W021_Map_2.tif,N63W021_2,-18.75,63.75,1.5,1.5,Iceland
6051,ESA_WorldCover_10m_2021_v200_N63W021_Map_3.tif,N63W021_3,-20.25,65.25,1.5,1.5,Iceland
6052,ESA_WorldCover_10m_2021_v200_N63W021_Map_4.tif,N63W021_4,-18.75,65.25,1.5,1.5,Iceland
6053,ESA_WorldCover_10m_2021_v200_N63W024_Map_1.tif,N63W024_1,-23.25,63.75,1.5,1.5,Iceland
6054,ESA_WorldCover_10m_2021_v200_N63W024_Map_2.tif,N63W024_2,-21.75,63.75,1.5,1.5,Iceland
6055,ESA_WorldCover_10m_2021_v200_N63W024_Map_3.tif,N63W024_3,-23.25,65.25,1.5,1.5,Iceland
6056,ESA_WorldCover_10m_2021_v200_N63W024_Map_4.tif,N63W024_4,-21.75,65.25,1.5,1.5,Iceland
6057,ESA_WorldCover_10m_2021_v200_N63W027_Map_1.tif,N63W027_1,-26.25,63.75,1.5,1.5,Ocean
6058,ESA_WorldCover_10m_2021_v200_N63W027_Map_2.tif,N63W027_2,-24.75,63.75,1.5,1.5,Ocean
6059,ESA_WorldCover_10m_2021_v200_N63W027_Map_3.tif,N63W027_3,-26.25,65.25,1.5,1.5,Ocean
6060,ESA_WorldCover_10m_2021_v200_N63W027_Map_4.tif,N63W027_4,-24.75,65.25,1.5,1.5,Iceland
6061,ESA_WorldCover_10m_2021_v200_N63W036_Map_1.tif,N63W036_1,-35.25,63.75,1.5,1.5,Ocean
6062,ESA_WorldCover_10m_2021_v200_N63W036_Map_2.tif,N63W036_2,-33.75,63.75,1.5,1.5,Ocean
6063,ESA_WorldCover_10m_2021_v200_N63W036_Map_3.tif,N63W036_3,-35.25,65.25,1.5,1.5,Greenland
6064,ESA_WorldCover_10m_2021_v200_N63W036_Map_4.tif,N63W036_4,-33.75,65.25,1.5,1.5,Ocean
6065,ESA_WorldCover_10m_2021_v200_N63W039_Map_1.tif,N63W039_1,-38.25,63.75,1.5,1.5,Ocean
6066,ESA_WorldCover_10m_2021_v200_N63W039_Map_2.tif,N63W039_2,-36.75,63.75,1.5,1.5,Ocean
6067,ESA_WorldCover_10m_2021_v200_N63W039_Map_3.tif,N63W039_3,-38.25,65.25,1.5,1.5,Greenland
6068,ESA_WorldCover_10m_2021_v200_N63W039_Map_4.tif,N63W039_4,-36.75,65.25,1.5,1.5,Greenland
6069,ESA_WorldCover_10m_2021_v200_N63W042_Map_1.tif,N63W042_1,-41.25,63.75,1.5,1.5,Greenland
6070,ESA_WorldCover_10m_2021_v200_N63W042_Map_2.tif,N63W042_2,-39.75,63.75,1.5,1.5,Greenland
6071,ESA_WorldCover_10m_2021_v200_N63W042_Map_3.tif,N63W042_3,-41.25,65.25,1.5,1.5,Greenland
6072,ESA_WorldCover_10m_2021_v200_N63W042_Map_4.tif,N63W042_4,-39.75,65.25,1.5,1.5,Greenland
6073,ESA_WorldCover_10m_2021_v200_N63W045_Map_1.tif,N63W045_1,-44.25,63.75,1.5,1.5,Greenland
6074,ESA_WorldCover_10m_2021_v200_N63W045_Map_2.tif,N63W045_2,-42.75,63.75,1.5,1.5,Greenland
6075,ESA_WorldCover_10m_2021_v200_N63W045_Map_3.tif,N63W045_3,-44.25,65.25,1.5,1.5,Greenland
6076,ESA_WorldCover_10m_2021_v200_N63W045_Map_4.tif,N63W045_4,-42.75,65.25,1.5,1.5,Greenland
6077,ESA_WorldCover_10m_2021_v200_N63W048_Map_1.tif,N63W048_1,-47.25,63.75,1.5,1.5,Greenland
6078,ESA_WorldCover_10m_2021_v200_N63W048_Map_2.tif,N63W048_2,-45.75,63.75,1.5,1.5,Greenland
6079,ESA_WorldCover_10m_2021_v200_N63W048_Map_3.tif,N63W048_3,-47.25,65.25,1.5,1.5,Greenland
6080,ESA_WorldCover_10m_2021_v200_N63W048_Map_4.tif,N63W048_4,-45.75,65.25,1.5,1.5,Greenland
6081,ESA_WorldCover_10m_2021_v200_N63W051_Map_1.tif,N63W051_1,-50.25,63.75,1.5,1.5,Greenland
6082,ESA_WorldCover_10m_2021_v200_N63W051_Map_2.tif,N63W051_2,-48.75,63.75,1.5,1.5,Greenland
6083,ESA_WorldCover_10m_2021_v200_N63W051_Map_3.tif,N63W051_3,-50.25,65.25,1.5,1.5,Greenland
6084,ESA_WorldCover_10m_2021_v200_N63W051_Map_4.tif,N63W051_4,-48.75,65.25,1.5,1.5,Greenland
6085,ESA_WorldCover_10m_2021_v200_N63W054_Map_1.tif,N63W054_1,-53.25,63.75,1.5,1.5,Ocean
6086,ESA_WorldCover_10m_2021_v200_N63W054_Map_2.tif,N63W054_2,-51.75,63.75,1.5,1.5,Greenland
6087,ESA_WorldCover_10m_2021_v200_N63W054_Map_3.tif,N63W054_3,-53.25,65.25,1.5,1.5,Greenland
6088,ESA_WorldCover_10m_2021_v200_N63W054_Map_4.tif,N63W054_4,-51.75,65.25,1.5,1.5,Greenland
6089,ESA_WorldCover_10m_2021_v200_N63W063_Map_1.tif,N63W063_1,-62.25,63.75,1.5,1.5,Ocean
6090,ESA_WorldCover_10m_2021_v200_N63W063_Map_2.tif,N63W063_2,-60.75,63.75,1.5,1.5,Ocean
6091,ESA_WorldCover_10m_2021_v200_N63W063_Map_3.tif,N63W063_3,-62.25,65.25,1.5,1.5,Canada
6092,ESA_WorldCover_10m_2021_v200_N63W063_Map_4.tif,N63W063_4,-60.75,65.25,1.5,1.5,Ocean
6093,ESA_WorldCover_10m_2021_v200_N63W066_Map_1.tif,N63W066_1,-65.25,63.75,1.5,1.5,Canada
6094,ESA_WorldCover_10m_2021_v200_N63W066_Map_2.tif,N63W066_2,-63.75,63.75,1.5,1.5,Canada
6095,ESA_WorldCover_10m_2021_v200_N63W066_Map_3.tif,N63W066_3,-65.25,65.25,1.5,1.5,Canada
6096,ESA_WorldCover_10m_2021_v200_N63W066_Map_4.tif,N63W066_4,-63.75,65.25,1.5,1.5,Canada
6097,ESA_WorldCover_10m_2021_v200_N63W069_Map_1.tif,N63W069_1,-68.25,63.75,1.5,1.5,Canada
6098,ESA_WorldCover_10m_2021_v200_N63W069_Map_2.tif,N63W069_2,-66.75,63.75,1.5,1.5,Canada
6099,ESA_WorldCover_10m_2021_v200_N63W069_Map_3.tif,N63W069_3,-68.25,65.25,1.5,1.5,Canada
6100,ESA_WorldCover_10m_2021_v200_N63W069_Map_4.tif,N63W069_4,-66.75,65.25,1.5,1.5,Canada
6101,ESA_WorldCover_10m_2021_v200_N63W072_Map_1.tif,N63W072_1,-71.25,63.75,1.5,1.5,Canada
6102,ESA_WorldCover_10m_2021_v200_N63W072_Map_2.tif,N63W072_2,-69.75,63.75,1.5,1.5,Canada
6103,ESA_WorldCover_10m_2021_v200_N63W072_Map_3.tif,N63W072_3,-71.25,65.25,1.5,1.5,Canada
6104,ESA_WorldCover_10m_2021_v200_N63W072_Map_4.tif,N63W072_4,-69.75,65.25,1.5,1.5,Canada
6105,ESA_WorldCover_10m_2021_v200_N63W075_Map_1.tif,N63W075_1,-74.25,63.75,1.5,1.5,Canada
6106,ESA_WorldCover_10m_2021_v200_N63W075_Map_2.tif,N63W075_2,-72.75,63.75,1.5,1.5,Canada
6107,ESA_WorldCover_10m_2021_v200_N63W075_Map_3.tif,N63W075_3,-74.25,65.25,1.5,1.5,Canada
6108,ESA_WorldCover_10m_2021_v200_N63W075_Map_4.tif,N63W075_4,-72.75,65.25,1.5,1.5,Canada
6109,ESA_WorldCover_10m_2021_v200_N63W078_Map_1.tif,N63W078_1,-77.25,63.75,1.5,1.5,Canada
6110,ESA_WorldCover_10m_2021_v200_N63W078_Map_2.tif,N63W078_2,-75.75,63.75,1.5,1.5,Canada
6111,ESA_WorldCover_10m_2021_v200_N63W078_Map_3.tif,N63W078_3,-77.25,65.25,1.5,1.5,Canada
6112,ESA_WorldCover_10m_2021_v200_N63W078_Map_4.tif,N63W078_4,-75.75,65.25,1.5,1.5,Canada
6113,ESA_WorldCover_10m_2021_v200_N63W081_Map_1.tif,N63W081_1,-80.25,63.75,1.5,1.5,Canada
6114,ESA_WorldCover_10m_2021_v200_N63W081_Map_2.tif,N63W081_2,-78.75,63.75,1.5,1.5,Canada
6115,ESA_WorldCover_10m_2021_v200_N63W081_Map_3.tif,N63W081_3,-80.25,65.25,1.5,1.5,Ocean
6116,ESA_WorldCover_10m_2021_v200_N63W081_Map_4.tif,N63W081_4,-78.75,65.25,1.5,1.5,Canada
6117,ESA_WorldCover_10m_2021_v200_N63W084_Map_1.tif,N63W084_1,-83.25,63.75,1.5,1.5,Canada
6118,ESA_WorldCover_10m_2021_v200_N63W084_Map_2.tif,N63W084_2,-81.75,63.75,1.5,1.5,Canada
6119,ESA_WorldCover_10m_2021_v200_N63W084_Map_3.tif,N63W084_3,-83.25,65.25,1.5,1.5,Canada
6120,ESA_WorldCover_10m_2021_v200_N63W084_Map_4.tif,N63W084_4,-81.75,65.25,1.5,1.5,Canada
6121,ESA_WorldCover_10m_2021_v200_N63W087_Map_1.tif,N63W087_1,-86.25,63.75,1.5,1.5,Canada
6122,ESA_WorldCover_10m_2021_v200_N63W087_Map_2.tif,N63W087_2,-84.75,63.75,1.5,1.5,Canada
6123,ESA_WorldCover_10m_2021_v200_N63W087_Map_3.tif,N63W087_3,-86.25,65.25,1.5,1.5,Canada
6124,ESA_WorldCover_10m_2021_v200_N63W087_Map_4.tif,N63W087_4,-84.75,65.25,1.5,1.5,Canada
6125,ESA_WorldCover_10m_2021_v200_N63W090_Map_1.tif,N63W090_1,-89.25,63.75,1.5,1.5,Canada
6126,ESA_WorldCover_10m_2021_v200_N63W090_Map_2.tif,N63W090_2,-87.75,63.75,1.5,1.5,Canada
6127,ESA_WorldCover_10m_2021_v200_N63W090_Map_3.tif,N63W090_3,-89.25,65.25,1.5,1.5,Canada
6128,ESA_WorldCover_10m_2021_v200_N63W090_Map_4.tif,N63W090_4,-87.75,65.25,1.5,1.5,Canada
6129,ESA_WorldCover_10m_2021_v200_N63W093_Map_1.tif,N63W093_1,-92.25,63.75,1.5,1.5,Canada
6130,ESA_WorldCover_10m_2021_v200_N63W093_Map_2.tif,N63W093_2,-90.75,63.75,1.5,1.5,Canada
6131,ESA_WorldCover_10m_2021_v200_N63W093_Map_3.tif,N63W093_3,-92.25,65.25,1.5,1.5,Canada
6132,ESA_WorldCover_10m_2021_v200_N63W093_Map_4.tif,N63W093_4,-90.75,65.25,1.5,1.5,Canada
6133,ESA_WorldCover_10m_2021_v200_N63W096_Map_1.tif,N63W096_1,-95.25,63.75,1.5,1.5,Canada
6134,ESA_WorldCover_10m_2021_v200_N63W096_Map_2.tif,N63W096_2,-93.75,63.75,1.5,1.5,Canada
6135,ESA_WorldCover_10m_2021_v200_N63W096_Map_3.tif,N63W096_3,-95.25,65.25,1.5,1.5,Canada
6136,ESA_WorldCover_10m_2021_v200_N63W096_Map_4.tif,N63W096_4,-93.75,65.25,1.5,1.5,Canada
6137,ESA_WorldCover_10m_2021_v200_N63W099_Map_1.tif,N63W099_1,-98.25,63.75,1.5,1.5,Canada
6138,ESA_WorldCover_10m_2021_v200_N63W099_Map_2.tif,N63W099_2,-96.75,63.75,1.5,1.5,Canada
6139,ESA_WorldCover_10m_2021_v200_N63W099_Map_3.tif,N63W099_3,-98.25,65.25,1.5,1.5,Canada
6140,ESA_WorldCover_10m_2021_v200_N63W099_Map_4.tif,N63W099_4,-96.75,65.25,1.5,1.5,Canada
6141,ESA_WorldCover_10m_2021_v200_N63W102_Map_1.tif,N63W102_1,-101.25,63.75,1.5,1.5,Canada
6142,ESA_WorldCover_10m_2021_v200_N63W102_Map_2.tif,N63W102_2,-99.75,63.75,1.5,1.5,Canada
6143,ESA_WorldCover_10m_2021_v200_N63W102_Map_3.tif,N63W102_3,-101.25,65.25,1.5,1.5,Canada
6144,ESA_WorldCover_10m_2021_v200_N63W102_Map_4.tif,N63W102_4,-99.75,65.25,1.5,1.5,Canada
6145,ESA_WorldCover_10m_2021_v200_N63W105_Map_1.tif,N63W105_1,-104.25,63.75,1.5,1.5,Canada
6146,ESA_WorldCover_10m_2021_v200_N63W105_Map_2.tif,N63W105_2,-102.75,63.75,1.5,1.5,Canada
6147,ESA_WorldCover_10m_2021_v200_N63W105_Map_3.tif,N63W105_3,-104.25,65.25,1.5,1.5,Canada
6148,ESA_WorldCover_10m_2021_v200_N63W105_Map_4.tif,N63W105_4,-102.75,65.25,1.5,1.5,Canada
6149,ESA_WorldCover_10m_2021_v200_N63W108_Map_1.tif,N63W108_1,-107.25,63.75,1.5,1.5,Canada
6150,ESA_WorldCover_10m_2021_v200_N63W108_Map_2.tif,N63W108_2,-105.75,63.75,1.5,1.5,Canada
6151,ESA_WorldCover_10m_2021_v200_N63W108_Map_3.tif,N63W108_3,-107.25,65.25,1.5,1.5,Canada
6152,ESA_WorldCover_10m_2021_v200_N63W108_Map_4.tif,N63W108_4,-105.75,65.25,1.5,1.5,Canada
6153,ESA_WorldCover_10m_2021_v200_N63W111_Map_1.tif,N63W111_1,-110.25,63.75,1.5,1.5,Canada
6154,ESA_WorldCover_10m_2021_v200_N63W111_Map_2.tif,N63W111_2,-108.75,63.75,1.5,1.5,Canada
6155,ESA_WorldCover_10m_2021_v200_N63W111_Map_3.tif,N63W111_3,-110.25,65.25,1.5,1.5,Canada
6156,ESA_WorldCover_10m_2021_v200_N63W111_Map_4.tif,N63W111_4,-108.75,65.25,1.5,1.5,Canada
6157,ESA_WorldCover_10m_2021_v200_N63W114_Map_1.tif,N63W114_1,-113.25,63.75,1.5,1.5,Canada
6158,ESA_WorldCover_10m_2021_v200_N63W114_Map_2.tif,N63W114_2,-111.75,63.75,1.5,1.5,Canada
6159,ESA_WorldCover_10m_2021_v200_N63W114_Map_3.tif,N63W114_3,-113.25,65.25,1.5,1.5,Canada
6160,ESA_WorldCover_10m_2021_v200_N63W114_Map_4.tif,N63W114_4,-111.75,65.25,1.5,1.5,Canada
6161,ESA_WorldCover_10m_2021_v200_N63W117_Map_1.tif,N63W117_1,-116.25,63.75,1.5,1.5,Canada
6162,ESA_WorldCover_10m_2021_v200_N63W117_Map_2.tif,N63W117_2,-114.75,63.75,1.5,1.5,Canada
6163,ESA_WorldCover_10m_2021_v200_N63W117_Map_3.tif,N63W117_3,-116.25,65.25,1.5,1.5,Canada
6164,ESA_WorldCover_10m_2021_v200_N63W117_Map_4.tif,N63W117_4,-114.75,65.25,1.5,1.5,Canada
6165,ESA_WorldCover_10m_2021_v200_N63W120_Map_1.tif,N63W120_1,-119.25,63.75,1.5,1.5,Canada
6166,ESA_WorldCover_10m_2021_v200_N63W120_Map_2.tif,N63W120_2,-117.75,63.75,1.5,1.5,Canada
6167,ESA_WorldCover_10m_2021_v200_N63W120_Map_3.tif,N63W120_3,-119.25,65.25,1.5,1.5,Canada
6168,ESA_WorldCover_10m_2021_v200_N63W120_Map_4.tif,N63W120_4,-117.75,65.25,1.5,1.5,Canada
6169,ESA_WorldCover_10m_2021_v200_N63W123_Map_1.tif,N63W123_1,-122.25,63.75,1.5,1.5,Canada
6170,ESA_WorldCover_10m_2021_v200_N63W123_Map_2.tif,N63W123_2,-120.75,63.75,1.5,1.5,Canada
6171,ESA_WorldCover_10m_2021_v200_N63W123_Map_3.tif,N63W123_3,-122.25,65.25,1.5,1.5,Canada
6172,ESA_WorldCover_10m_2021_v200_N63W123_Map_4.tif,N63W123_4,-120.75,65.25,1.5,1.5,Canada
6173,ESA_WorldCover_10m_2021_v200_N63W126_Map_1.tif,N63W126_1,-125.25,63.75,1.5,1.5,Canada
6174,ESA_WorldCover_10m_2021_v200_N63W126_Map_2.tif,N63W126_2,-123.75,63.75,1.5,1.5,Canada
6175,ESA_WorldCover_10m_2021_v200_N63W126_Map_3.tif,N63W126_3,-125.25,65.25,1.5,1.5,Canada
6176,ESA_WorldCover_10m_2021_v200_N63W126_Map_4.tif,N63W126_4,-123.75,65.25,1.5,1.5,Canada
6177,ESA_WorldCover_10m_2021_v200_N63W129_Map_1.tif,N63W129_1,-128.25,63.75,1.5,1.5,Canada
6178,ESA_WorldCover_10m_2021_v200_N63W129_Map_2.tif,N63W129_2,-126.75,63.75,1.5,1.5,Canada
6179,ESA_WorldCover_10m_2021_v200_N63W129_Map_3.tif,N63W129_3,-128.25,65.25,1.5,1.5,Canada
6180,ESA_WorldCover_10m_2021_v200_N63W129_Map_4.tif,N63W129_4,-126.75,65.25,1.5,1.5,Canada
6181,ESA_WorldCover_10m_2021_v200_N63W132_Map_1.tif,N63W132_1,-131.25,63.75,1.5,1.5,Canada
6182,ESA_WorldCover_10m_2021_v200_N63W132_Map_2.tif,N63W132_2,-129.75,63.75,1.5,1.5,Canada
6183,ESA_WorldCover_10m_2021_v200_N63W132_Map_3.tif,N63W132_3,-131.25,65.25,1.5,1.5,Canada
6184,ESA_WorldCover_10m_2021_v200_N63W132_Map_4.tif,N63W132_4,-129.75,65.25,1.5,1.5,Canada
